CustomerID,Age,Gender,Tenure,MonthlyCharges,ContractType,InternetService,TotalCharges,TechSupport,Churn,ChurnFlag,AgeDataQualityFlag,TenureDataQualityFlag,AgeGroup,TenureSegment,MonthlyChargeBand,AnnualRevenue,ActualMonthlyRevenueLost,ActualAnnualRevenueLost,CustomerLifecycleStage
655,70,Male,35,32.13,Month-to-Month,DSL,1124.5500000000002,No,Yes,1,Expected Range,Expected Range,65+,25-48 Months,Low,385.56000000000006,32.13,385.56000000000006,Established
656,45,Male,23,105.15,Month-to-Month,DSL,2418.4500000000003,Yes,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Premium,1261.8000000000002,105.15,1261.8000000000002,Developing
657,45,Female,25,117.72,Month-to-Month,No Internet,2943.0,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Premium,1412.6399999999999,117.72,1412.6399999999999,Established
658,44,Female,12,42.19,One-Year,Fiber Optic,506.28,Yes,No,0,Expected Range,Expected Range,35-44,7-12 Months,Low,506.28,0.0,0.0,Developing
659,46,Female,50,50.83,Month-to-Month,DSL,2541.5,No,Yes,1,Expected Range,Expected Range,45-54,49-72 Months,Moderate,609.96,50.83,609.96,Loyal
660,43,Female,23,108.16,One-Year,Fiber Optic,2487.68,Yes,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Premium,1297.92,108.16,1297.92,Developing
661,39,Female,26,113.38,Month-to-Month,Fiber Optic,2947.88,Yes,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Premium,1360.56,113.38,1360.56,Established
662,39,Male,39,67.77,One-Year,Fiber Optic,2643.0299999999997,Yes,No,0,Expected Range,Expected Range,35-44,25-48 Months,Moderate,813.24,0.0,0.0,Established
663,44,Female,6,34.56,Month-to-Month,No Internet,207.36,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,414.72,34.56,414.72,New
664,39,Female,32,33.55,One-Year,No Internet,1073.6,No,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Low,402.59999999999997,33.55,402.59999999999997,Established
665,37,Male,4,81.66,One-Year,Fiber Optic,326.64,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,979.92,81.66,979.92,New
666,46,Male,8,65.36,Month-to-Month,No Internet,522.88,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Moderate,784.3199999999999,65.36,784.3199999999999,Developing
667,42,Female,8,32.58,Month-to-Month,Fiber Optic,260.64,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Low,390.96,32.58,390.96,Developing
668,60,Male,76,82.49,One-Year,No Internet,6269.24,No,Yes,1,Expected Range,Expected Range,55-64,73+ Months,High,989.8799999999999,82.49,989.8799999999999,Loyal
669,18,Female,38,31.02,Month-to-Month,Fiber Optic,1178.76,Yes,Yes,1,Expected Range,Expected Range,Under 25,25-48 Months,Low,372.24,31.02,372.24,Established
670,55,Female,24,100.86,Month-to-Month,No Internet,2420.64,No,Yes,1,Expected Range,Expected Range,55-64,13-24 Months,Premium,1210.32,100.86,1210.32,Developing
671,57,Male,25,57.58,Two-Year,No Internet,1439.5,No,Yes,1,Expected Range,Expected Range,55-64,25-48 Months,Moderate,690.96,57.58,690.96,Established
672,24,Male,16,33.62,One-Year,DSL,537.92,Yes,No,0,Expected Range,Expected Range,Under 25,13-24 Months,Low,403.43999999999994,0.0,0.0,Developing
673,41,Male,58,82.95,Two-Year,No Internet,4811.1,No,Yes,1,Expected Range,Expected Range,35-44,49-72 Months,High,995.4000000000001,82.95,995.4000000000001,Loyal
674,41,Male,13,65.79,Month-to-Month,No Internet,855.2700000000001,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Moderate,789.48,65.79,789.48,Developing
675,30,Male,9,117.64,Month-to-Month,No Internet,1058.76,No,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,Premium,1411.68,117.64,1411.68,Developing
676,37,Female,3,78.98,Two-Year,DSL,236.94,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,947.76,78.98,947.76,New
677,33,Male,30,54.77,One-Year,No Internet,1643.1,No,Yes,1,Expected Range,Expected Range,25-34,25-48 Months,Moderate,657.24,54.77,657.24,Established
678,62,Female,26,93.85,One-Year,No Internet,2440.1,No,Yes,1,Expected Range,Expected Range,55-64,25-48 Months,High,1126.1999999999998,93.85,1126.1999999999998,Established
679,54,Male,9,54.43,Month-to-Month,DSL,489.87,Yes,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Moderate,653.16,54.43,653.16,Developing
680,57,Female,0,111.38,Month-to-Month,No Internet,0.0,No,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,Premium,1336.56,111.38,1336.56,New
681,52,Male,36,63.72,Month-to-Month,DSL,2293.92,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Moderate,764.64,63.72,764.64,Established
682,33,Male,0,79.49,Month-to-Month,DSL,0.0,No,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,High,953.8799999999999,79.49,953.8799999999999,New
683,39,Female,24,34.55,Month-to-Month,Fiber Optic,829.1999999999999,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Low,414.59999999999997,34.55,414.59999999999997,Developing
684,49,Female,70,68.35,Month-to-Month,Fiber Optic,4784.5,Yes,Yes,1,Expected Range,Expected Range,45-54,49-72 Months,Moderate,820.1999999999999,68.35,820.1999999999999,Loyal
685,32,Male,11,104.91,Two-Year,Fiber Optic,1154.01,Yes,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,Premium,1258.92,104.91,1258.92,Developing
686,52,Female,5,102.51,Month-to-Month,DSL,512.5500000000001,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1230.1200000000001,102.51,1230.1200000000001,New
687,42,Male,24,50.19,One-Year,No Internet,1204.56,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Moderate,602.28,50.19,602.28,Developing
688,41,Female,33,50.35,Two-Year,DSL,1661.55,No,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Moderate,604.2,50.35,604.2,Established
689,52,Male,15,103.56,One-Year,DSL,1553.4,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Premium,1242.72,103.56,1242.72,Developing
690,49,Male,68,113.74,Month-to-Month,DSL,7734.32,Yes,Yes,1,Expected Range,Expected Range,45-54,49-72 Months,Premium,1364.8799999999999,113.74,1364.8799999999999,Loyal
691,41,Female,1,38.58,One-Year,Fiber Optic,38.58,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,462.96,38.58,462.96,New
692,56,Female,14,70.51,One-Year,No Internet,987.14,No,Yes,1,Expected Range,Expected Range,55-64,13-24 Months,Moderate,846.1200000000001,70.51,846.1200000000001,Developing
693,34,Male,25,60.37,One-Year,Fiber Optic,1509.25,Yes,No,0,Expected Range,Expected Range,25-34,25-48 Months,Moderate,724.4399999999999,0.0,0.0,Established
694,51,Female,39,108.36,One-Year,No Internet,4226.04,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Premium,1300.32,108.36,1300.32,Established
695,50,Female,3,37.52,Two-Year,DSL,112.56,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Low,450.24,37.52,450.24,New
696,41,Male,32,49.0,One-Year,Fiber Optic,1568.0,Yes,No,0,Expected Range,Expected Range,35-44,25-48 Months,Low,588.0,0.0,0.0,Established
697,48,Female,16,97.72,Month-to-Month,Fiber Optic,1563.52,Yes,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,High,1172.6399999999999,97.72,1172.6399999999999,Developing
698,32,Male,10,34.62,One-Year,Fiber Optic,346.2,Yes,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,Low,415.43999999999994,34.62,415.43999999999994,Developing
699,54,Female,2,74.33,Month-to-Month,DSL,148.66,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Moderate,891.96,74.33,891.96,New
700,43,Female,40,69.79,Two-Year,Fiber Optic,2791.6000000000004,Yes,No,0,Expected Range,Expected Range,35-44,25-48 Months,Moderate,837.48,0.0,0.0,Established
701,39,Female,3,60.1,Month-to-Month,Fiber Optic,180.3,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Moderate,721.2,60.1,721.2,New
702,55,Male,7,65.51,Month-to-Month,No Internet,458.5700000000001,No,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,Moderate,786.1200000000001,65.51,786.1200000000001,Developing
703,37,Male,6,77.69,Two-Year,Fiber Optic,466.14,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,932.28,77.69,932.28,New
704,30,Male,41,44.52,One-Year,DSL,1825.32,Yes,No,0,Expected Range,Expected Range,25-34,25-48 Months,Low,534.24,0.0,0.0,Established
705,29,Male,22,81.48,Month-to-Month,Fiber Optic,1792.5600000000002,Yes,Yes,1,Expected Range,Expected Range,25-34,13-24 Months,High,977.76,81.48,977.76,Developing
706,51,Male,31,102.49,Month-to-Month,DSL,3177.19,Yes,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Premium,1229.8799999999999,102.49,1229.8799999999999,Established
707,32,Female,5,98.41,Two-Year,No Internet,492.0499999999999,No,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,High,1180.92,98.41,1180.92,New
708,62,Male,19,43.85,Month-to-Month,Fiber Optic,833.15,No,Yes,1,Expected Range,Expected Range,55-64,13-24 Months,Low,526.2,43.85,526.2,Developing
709,24,Male,16,43.43,Two-Year,DSL,694.88,Yes,No,0,Expected Range,Expected Range,Under 25,13-24 Months,Low,521.16,0.0,0.0,Developing
710,61,Female,35,54.14,Month-to-Month,No Internet,1894.9,No,Yes,1,Expected Range,Expected Range,55-64,25-48 Months,Moderate,649.6800000000001,54.14,649.6800000000001,Established
711,47,Male,47,62.5,One-Year,Fiber Optic,2937.5,Yes,No,0,Expected Range,Expected Range,45-54,25-48 Months,Moderate,750.0,0.0,0.0,Established
712,44,Female,0,66.76,Two-Year,DSL,0.0,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Moderate,801.1200000000001,66.76,801.1200000000001,New
713,39,Male,22,91.17,Month-to-Month,Fiber Optic,2005.74,Yes,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,High,1094.04,91.17,1094.04,Developing
714,48,Female,1,35.1,Month-to-Month,DSL,35.1,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Low,421.20000000000005,35.1,421.20000000000005,New
715,44,Male,15,33.12,Month-to-Month,No Internet,496.7999999999999,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Low,397.43999999999994,33.12,397.43999999999994,Developing
716,56,Male,6,65.27,One-Year,No Internet,391.62,No,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,Moderate,783.24,65.27,783.24,New
717,46,Female,7,92.74,One-Year,No Internet,649.18,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,High,1112.8799999999999,92.74,1112.8799999999999,Developing
718,46,Male,8,47.41,One-Year,Fiber Optic,379.28,Yes,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Low,568.92,47.41,568.92,Developing
719,41,Female,19,87.74,Month-to-Month,Fiber Optic,1667.06,Yes,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,High,1052.8799999999999,87.74,1052.8799999999999,Developing
720,44,Male,8,53.38,Month-to-Month,No Internet,427.04,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Moderate,640.5600000000001,53.38,640.5600000000001,Developing
721,48,Male,26,109.75,Month-to-Month,DSL,2853.5,Yes,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Premium,1317.0,109.75,1317.0,Established
722,27,Female,10,110.61,Month-to-Month,Fiber Optic,1106.1,Yes,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,Premium,1327.32,110.61,1327.32,Developing
723,31,Male,1,56.76,One-Year,Fiber Optic,56.76,Yes,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,Moderate,681.12,56.76,681.12,New
724,52,Female,30,50.7,Two-Year,DSL,1521.0,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Moderate,608.4000000000001,50.7,608.4000000000001,Established
725,46,Female,6,67.02,One-Year,Fiber Optic,402.12,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Moderate,804.24,67.02,804.24,New
726,43,Female,11,51.65,Month-to-Month,No Internet,568.15,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Moderate,619.8,51.65,619.8,Developing
727,45,Female,23,90.51,Two-Year,No Internet,2081.73,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,High,1086.1200000000001,90.51,1086.1200000000001,Developing
728,48,Male,8,104.35,One-Year,DSL,834.8,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Premium,1252.1999999999998,104.35,1252.1999999999998,Developing
729,39,Male,1,90.58,Two-Year,DSL,90.58,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1086.96,90.58,1086.96,New
730,37,Male,9,104.19,One-Year,DSL,937.71,Yes,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Premium,1250.28,104.19,1250.28,Developing
731,46,Female,57,65.73,Month-to-Month,No Internet,3746.61,No,Yes,1,Expected Range,Expected Range,45-54,49-72 Months,Moderate,788.76,65.73,788.76,Loyal
732,35,Female,20,44.07,Month-to-Month,DSL,881.4,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Low,528.84,44.07,528.84,Developing
733,49,Male,22,96.42,One-Year,No Internet,2121.24,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,High,1157.04,96.42,1157.04,Developing
734,27,Female,20,62.44,Month-to-Month,DSL,1248.8,Yes,Yes,1,Expected Range,Expected Range,25-34,13-24 Months,Moderate,749.28,62.44,749.28,Developing
735,55,Male,4,90.41,Month-to-Month,Fiber Optic,361.64,Yes,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,High,1084.92,90.41,1084.92,New
736,49,Female,10,54.36,One-Year,Fiber Optic,543.6,Yes,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Moderate,652.3199999999999,54.36,652.3199999999999,Developing
737,47,Male,27,37.31,One-Year,No Internet,1007.37,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Low,447.72,37.31,447.72,Established
738,54,Female,2,119.33,One-Year,DSL,238.66,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1431.96,119.33,1431.96,New
739,61,Female,6,44.06,Month-to-Month,Fiber Optic,264.36,Yes,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,Low,528.72,44.06,528.72,New
740,55,Male,6,118.96,Month-to-Month,DSL,713.76,No,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,Premium,1427.52,118.96,1427.52,New
741,26,Male,11,117.96,One-Year,No Internet,1297.56,No,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,Premium,1415.52,117.96,1415.52,Developing
742,32,Male,78,101.44,Two-Year,No Internet,7912.32,No,Yes,1,Expected Range,Expected Range,25-34,73+ Months,Premium,1217.28,101.44,1217.28,Loyal
743,38,Male,1,89.35,One-Year,DSL,89.35,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1072.1999999999998,89.35,1072.1999999999998,New
744,45,Male,14,82.0,Two-Year,No Internet,1148.0,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,High,984.0,82.0,984.0,Developing
745,50,Female,3,107.95,One-Year,Fiber Optic,323.85,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1295.4,107.95,1295.4,New
746,37,Female,70,56.05,One-Year,DSL,3923.5,Yes,No,0,Expected Range,Expected Range,35-44,49-72 Months,Moderate,672.5999999999999,0.0,0.0,Loyal
747,46,Female,2,72.09,Month-to-Month,Fiber Optic,144.18,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Moderate,865.08,72.09,865.08,New
748,37,Male,10,85.75,One-Year,DSL,857.5,Yes,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,High,1029.0,85.75,1029.0,Developing
749,38,Female,26,67.01,One-Year,No Internet,1742.2600000000002,No,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Moderate,804.1200000000001,67.01,804.1200000000001,Established
750,30,Female,24,68.47,One-Year,No Internet,1643.28,No,Yes,1,Expected Range,Expected Range,25-34,13-24 Months,Moderate,821.64,68.47,821.64,Developing
751,35,Male,10,59.73,Month-to-Month,DSL,597.3,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Moderate,716.76,59.73,716.76,Developing
752,31,Female,8,80.78,One-Year,Fiber Optic,646.24,Yes,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,High,969.36,80.78,969.36,Developing
753,35,Female,10,106.55,Month-to-Month,No Internet,1065.5,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Premium,1278.6,106.55,1278.6,Developing
754,55,Male,6,48.14,One-Year,No Internet,288.84000000000003,No,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,Low,577.6800000000001,48.14,577.6800000000001,New
755,35,Male,4,114.1,Month-to-Month,Fiber Optic,456.4,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1369.1999999999998,114.1,1369.1999999999998,New
756,71,Female,13,92.02,Two-Year,No Internet,1196.26,No,Yes,1,Expected Range,Expected Range,65+,13-24 Months,High,1104.24,92.02,1104.24,Developing
757,49,Male,6,104.09,Month-to-Month,Fiber Optic,624.54,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1249.08,104.09,1249.08,New
758,46,Female,6,80.06,Month-to-Month,Fiber Optic,480.36,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,960.72,80.06,960.72,New
759,36,Female,21,100.16,Month-to-Month,No Internet,2103.36,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Premium,1201.92,100.16,1201.92,Developing
760,52,Female,69,31.46,One-Year,Fiber Optic,2170.74,Yes,No,0,Expected Range,Expected Range,45-54,49-72 Months,Low,377.52,0.0,0.0,Loyal
761,39,Male,18,103.65,Month-to-Month,Fiber Optic,1865.7,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Premium,1243.8000000000002,103.65,1243.8000000000002,Developing
762,46,Male,1,33.61,Month-to-Month,Fiber Optic,33.61,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Low,403.32,33.61,403.32,New
763,70,Female,1,110.09,One-Year,No Internet,110.09,No,Yes,1,Expected Range,Expected Range,65+,0-6 Months,Premium,1321.08,110.09,1321.08,New
764,44,Female,60,119.28,Month-to-Month,No Internet,7156.8,No,Yes,1,Expected Range,Expected Range,35-44,49-72 Months,Premium,1431.3600000000001,119.28,1431.3600000000001,Loyal
765,56,Male,7,56.47,Two-Year,Fiber Optic,395.29,No,Yes,1,Expected Range,Expected Range,55-64,7-12 Months,Moderate,677.64,56.47,677.64,Developing
766,37,Female,1,48.93,Two-Year,Fiber Optic,48.93,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,587.16,48.93,587.16,New
767,44,Female,18,98.88,One-Year,Fiber Optic,1779.84,Yes,No,0,Expected Range,Expected Range,35-44,13-24 Months,High,1186.56,0.0,0.0,Developing
768,62,Male,19,52.77,Month-to-Month,Fiber Optic,1002.63,No,Yes,1,Expected Range,Expected Range,55-64,13-24 Months,Moderate,633.24,52.77,633.24,Developing
769,38,Male,20,107.9,One-Year,DSL,2158.0,Yes,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Premium,1294.8000000000002,107.9,1294.8000000000002,Developing
770,63,Female,6,39.26,Month-to-Month,No Internet,235.56,No,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,Low,471.12,39.26,471.12,New
771,52,Male,0,41.34,Month-to-Month,Fiber Optic,0.0,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Low,496.08000000000004,41.34,496.08000000000004,New
772,39,Male,67,118.12,Month-to-Month,Fiber Optic,7914.04,Yes,Yes,1,Expected Range,Expected Range,35-44,49-72 Months,Premium,1417.44,118.12,1417.44,Loyal
773,51,Male,5,90.65,Two-Year,DSL,453.25,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,1087.8000000000002,90.65,1087.8000000000002,New
774,54,Male,22,106.22,Month-to-Month,DSL,2336.84,Yes,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Premium,1274.6399999999999,106.22,1274.6399999999999,Developing
775,51,Female,24,59.19,One-Year,No Internet,1420.56,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Moderate,710.28,59.19,710.28,Developing
776,29,Female,18,90.88,One-Year,Fiber Optic,1635.84,Yes,No,0,Expected Range,Expected Range,25-34,13-24 Months,High,1090.56,0.0,0.0,Developing
777,37,Male,7,83.48,Month-to-Month,DSL,584.36,Yes,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,High,1001.76,83.48,1001.76,Developing
778,42,Female,6,84.28,Month-to-Month,Fiber Optic,505.68,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1011.36,84.28,1011.36,New
779,44,Female,18,91.43,Two-Year,Fiber Optic,1645.7400000000002,Yes,No,0,Expected Range,Expected Range,35-44,13-24 Months,High,1097.16,0.0,0.0,Developing
780,51,Female,40,81.78,One-Year,DSL,3271.2,Yes,No,0,Expected Range,Expected Range,45-54,25-48 Months,High,981.36,0.0,0.0,Established
781,46,Male,58,68.62,One-Year,Fiber Optic,3979.96,Yes,No,0,Expected Range,Expected Range,45-54,49-72 Months,Moderate,823.44,0.0,0.0,Loyal
782,31,Male,2,54.83,Month-to-Month,Fiber Optic,109.66,Yes,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,Moderate,657.96,54.83,657.96,New
783,48,Female,3,99.17,Month-to-Month,Fiber Optic,297.51,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,1190.04,99.17,1190.04,New
784,51,Female,57,50.36,Month-to-Month,Fiber Optic,2870.52,No,Yes,1,Expected Range,Expected Range,45-54,49-72 Months,Moderate,604.3199999999999,50.36,604.3199999999999,Loyal
785,50,Male,26,92.31,Month-to-Month,Fiber Optic,2400.06,Yes,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,High,1107.72,92.31,1107.72,Established
786,55,Male,42,51.0,Month-to-Month,No Internet,2142.0,No,Yes,1,Expected Range,Expected Range,55-64,25-48 Months,Moderate,612.0,51.0,612.0,Established
787,53,Male,4,86.28,Two-Year,Fiber Optic,345.12,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,1035.3600000000001,86.28,1035.3600000000001,New
788,49,Female,17,97.24,Month-to-Month,DSL,1653.08,Yes,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,High,1166.8799999999999,97.24,1166.8799999999999,Developing
789,44,Female,24,49.68,Month-to-Month,DSL,1192.32,Yes,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Low,596.16,49.68,596.16,Developing
790,28,Female,22,35.39,One-Year,Fiber Optic,778.58,Yes,No,0,Expected Range,Expected Range,25-34,13-24 Months,Low,424.68,0.0,0.0,Developing
791,49,Male,10,41.79,One-Year,No Internet,417.9,No,Yes,1,Expected Range,Expected Range,45-54,7-12 Months,Low,501.48,41.79,501.48,Developing
792,47,Female,0,84.54,Month-to-Month,DSL,0.0,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,High,1014.48,84.54,1014.48,New
793,47,Female,17,106.45,One-Year,No Internet,1809.65,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Premium,1277.4,106.45,1277.4,Developing
794,32,Male,5,34.05,Month-to-Month,DSL,170.25,Yes,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,Low,408.59999999999997,34.05,408.59999999999997,New
795,34,Female,11,96.07,Month-to-Month,Fiber Optic,1056.77,Yes,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,High,1152.84,96.07,1152.84,Developing
796,55,Female,63,60.72,Month-to-Month,No Internet,3825.36,No,Yes,1,Expected Range,Expected Range,55-64,49-72 Months,Moderate,728.64,60.72,728.64,Loyal
797,44,Male,10,73.07,Two-Year,Fiber Optic,730.6999999999999,Yes,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Moderate,876.8399999999999,73.07,876.8399999999999,Developing
798,51,Female,36,113.6,Month-to-Month,Fiber Optic,4089.6,Yes,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Premium,1363.1999999999998,113.6,1363.1999999999998,Established
799,45,Male,4,59.88,Month-to-Month,DSL,239.52,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Moderate,718.5600000000001,59.88,718.5600000000001,New
800,45,Female,22,71.88,Month-to-Month,No Internet,1581.36,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,Moderate,862.56,71.88,862.56,Developing
801,54,Female,75,31.23,Two-Year,DSL,2342.25,No,Yes,1,Expected Range,Expected Range,45-54,73+ Months,Low,374.76,31.23,374.76,Loyal
802,39,Female,2,37.34,Month-to-Month,No Internet,74.68,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,448.08000000000004,37.34,448.08000000000004,New
803,45,Female,0,53.27,Month-to-Month,DSL,0.0,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Moderate,639.24,53.27,639.24,New
804,40,Male,11,32.51,Month-to-Month,No Internet,357.60999999999996,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Low,390.12,32.51,390.12,Developing
805,40,Female,1,86.82,Month-to-Month,Fiber Optic,86.82,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,High,1041.84,86.82,1041.84,New
806,41,Female,27,68.38,One-Year,No Internet,1846.26,No,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Moderate,820.56,68.38,820.56,Established
807,47,Male,49,79.33,One-Year,Fiber Optic,3887.17,No,Yes,1,Expected Range,Expected Range,45-54,49-72 Months,High,951.96,79.33,951.96,Loyal
808,40,Female,11,45.72,Month-to-Month,No Internet,502.92,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Low,548.64,45.72,548.64,Developing
809,57,Female,5,56.63,Month-to-Month,DSL,283.15000000000003,Yes,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,Moderate,679.5600000000001,56.63,679.5600000000001,New
810,36,Male,11,89.74,Month-to-Month,DSL,987.14,Yes,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,High,1076.8799999999999,89.74,1076.8799999999999,Developing
811,43,Female,25,116.88,Month-to-Month,Fiber Optic,2922.0,Yes,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Premium,1402.56,116.88,1402.56,Established
812,40,Female,0,34.54,Month-to-Month,DSL,0.0,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Low,414.48,34.54,414.48,New
813,59,Male,17,110.13,One-Year,DSL,1872.21,No,Yes,1,Expected Range,Expected Range,55-64,13-24 Months,Premium,1321.56,110.13,1321.56,Developing
814,46,Female,19,81.92,Two-Year,No Internet,1556.48,No,Yes,1,Expected Range,Expected Range,45-54,13-24 Months,High,983.04,81.92,983.04,Developing
815,55,Male,20,80.75,Two-Year,No Internet,1615.0,No,Yes,1,Expected Range,Expected Range,55-64,13-24 Months,High,969.0,80.75,969.0,Developing
816,30,Male,5,75.03,Two-Year,Fiber Optic,375.15,No,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,High,900.36,75.03,900.36,New
817,47,Male,25,36.25,One-Year,No Internet,906.25,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Low,435.0,36.25,435.0,Established
818,53,Female,1,38.09,One-Year,Fiber Optic,38.09,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Low,457.08000000000004,38.09,457.08000000000004,New
